"Topic","Type of topic","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Genre","Languages","Notes","Provenance"
"History in literature","general term","018254501","Monograph","Language material ; Text","Online resource","GBB799156","","9781351870702","Cormack, Alistair","1970-","person","","Cormack, Alistair, 1970- [person]","Yeats and Joyce : cyclical history and the reprobate tradition","","","","","","Routledge","2017","","1 online resource (229 pages)","821.8","ELD.DS.122177","","English","",""
"History, 20th Century--Ireland","general term","015444989","Monograph","Language material ; Text","Volume","","","9780813034232","Plock, Vike Martina","","person","","Plock, Vike Martina [person]","Joyce, medicine, and modernity","","The Florida James Joyce series","","United States of America","Gainesville","Florida ; University Press","2010","","x, 187 pages, illustrations, 25 cm","823.912","m10/.10044","","English","",""
"History--Historiography","general term","019100183","Monograph","Language material ; Text","Online resource","GBB8J9996","","9783319718187","Cheng, Vincent John","1951-","person","author","Cheng, Vincent John, 1951-, author [person]","Amnesia and the nation : history, forgetting, and James Joyce","","New directions in Irish and Irish American literature","","Switzerland","Cham","Palgrave Macmillan","2018","","1 online resource","823.912","ELD.DS.344679","","English","",""
"History: Europe / Ireland","general term","018469633","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB7E5802","","9780761869184","Eckley, Grace","","person","author","Eckley, Grace, author [person]","The encryption of Finnegans wake resolved : W.T. Stead","","","","United States of America","Hamilton ; Lanham","","2017","","1 online resource","823.912","ELD.DS.232280","","English","Additional physical form: Print version. 9780761869191",""
"Holmes, Oliver Wendell, American author","person","040-002018016","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001250.0x0001ea","","","","","","","","","","","","","","1877-1924","","1 item","","Western Manuscripts. Add MS 45292","","Danish ; English ; Norwegian","Vol. III (ff. 333). Thomas Hardy-A. L. Kiellandt. includes:. ff. 1-32 Thomas Hardy, OM; novelist: Letters to W. Archer: 1892-1909, n.d; f. 33 John Hare, comedian: Letter to W. Archer: 1885; f. 35 Mary St Leger Harrison, novelist, alias ''Lucas Malet'': Letter to W. Archer: 1904; f. 36 Charles Henry Hawtrey, actor; Knight 1922: Letter to W. Archer: 1898; ff. 38-155 William Ernest Henley, poet and critic: Correspondence with W. Archer: 1886-1901.: Partly typewritten; ff. 131-134b William Ernest Henley, poet and critic: Prologue to ''Admiral Guinea'': 1897.: Autogr. and printed; ff. 156-219 Charles Harold Herford, author and critic: Correspondence with W. Archer: 1889-1914; ff. 208, 217, 218 Sydney Southgate Pawling, of W Heinemann, publisher: Correspondence with W. Archer: 1910-1911.: Signed; ff. 221-225 Sir Hubert von Herkomer, painter: Letters to W. Archer: 1889; f.227 Oliver Wendell Holmes, American author: Letter to W. Archer: 1877; f.229 Bronson Howard, American dramatist: Letter to W. Archer: 1891; f.231 William Dean Howells, American author: Letter to W. Archer: 1890; f. 232 Laurence Hutton, author: Letter to W. Archer: 1885; ff. 234-258b Henrik Ibsen, dramatist: Letters to W. Archer, etc.: 1889-1900.: Engl. and Norw; f. 253 William Henry Heinemann, publisher: Telegram to -: 1899; ff. 259, 260 Henry Brodribb Irving, d 1919 actor-manager: Letters to W. Archer: n.d; f. 262 Laurence Sydney Brodribb Irving, actor: Letter to W. Archer: 1905-1906; ff. 263-282 Henry James, novelist: Letters to W. Archer: 1886-1897; f. 283 Gertrude Eleanor Jennings, dramatist: Letter to W. Archer: n.d; ff. 284-327 Henry Arthur Jones, dramatist: Correspondence with W. Archer: 1889-1903; ff. 329, 330 James Augustine Aloysius Joyce, author: Letters to W. Archer: 1900; ff. 331, 333 Alexander Lange Kielland, Danish author: Letters to W. Archer: 1881, 1891.: Danish",""
"Holmes, Sherlock","person","009403404","Monograph","Language material ; Text","Volume","GB9971072","","9780313291432","Jenkins, William D.","1916-1993","person","","Jenkins, William D., 1916-1993 [person]","The adventure of the detected detective : Sherlock Holmes in James Joyce's Finnegans wake","","Contributions to the study of world literature","number 54 [Contributions to the study of world literature]","England","London ; Westport, Connecticut","Greenwood","1998","","x, 149 pages, illustrations, 22 cm","823.912","YC.1999.a.5490","","English","",""
"Holy, The, in literature","general term","009389587","Monograph","Language material ; Text","Volume","","","9780299101602","Schlossman, Beryl","1955-","person","","Schlossman, Beryl, 1955- [person]","Joyce's Catholic comedy of language","","","","United States of America","Madison, Wisconsin","University of Wisconsin Press","1985","","xxvi, 243 pages, 23 cm","823.912","YA.1990.a.11267","","English","Includes index ; Originally presented as the author's thesis (doctoral--Université de Paris VII)",""
"Holy, The, in literature","general term","011023191","Monograph","Language material ; Text","Volume","","","9780299101602","Schlossman, Beryl","","person","","Schlossman, Beryl [person]","Joyce's Catholic comedy of language","","","","United States of America","Madison, Wisconsin","University of Wisconsin Press","1985","","","823.912","85/13802","","English","",""
"Holy, The, in literature","general term","018479095","Monograph","Language material ; Text","Volume","","","9781433139796","Absher, Tom","1938-","person","author","Absher, Tom, 1938-, author [person]","Celebrating the sacred in ordinary life : James Joyce and the renaissance magus","","Studies on themes & motifs in literature","volume 134 [Studies on themes & motifs in literature]","United States of America","New York","Peter Lang","2017","","xxv, 124 pages, 23 cm","823.912","8491.792200","","English","",""
"Home in literature","general term","011625891","Monograph","Language material ; Text","Volume","GBA4Y3152","","9781403935311","Cucullu, Lois","","person","author","Cucullu, Lois, author [person]","Expert modernists, matricide and modern culture : Woolf, Forster, Joyce","","","","England","Basingstoke","Palgrave Macmillan","2004","","ix, 233 pages, 23 cm","823.912093522","YC.2005.a.4259 ; m04/32058","","English","",""
"Home rule--Ireland","general term","016559987","Monograph","Language material ; Text","Volume","GBB3B1583","","9780268022372","Backus, Margot Gayle","1961-","person","","Backus, Margot Gayle, 1961- [person]","Scandal work : James Joyce, the new journalism, and the home rule newspaper wars","","","","United States of America","Notre Dame, Indiana","University of Notre Dame Press","2013","","xvii, 304 pages, illustrations, 23 cm","823.912","YC.2014.a.1755","","English","",""
"Homer","person","006494613","Monographic component part","Language material ; Text","Volume","","","9780773479838 ; 9780773480353","Arkins, Brian","","person","","Arkins, Brian [person]","Greek and Roman themes in Joyce","","Studies in Irish literature","volume 1 [Studies in Irish literature]","England","Lampeter ; Lewiston, New York","E. Mellen Press","1999","","x, 197 pages, 24 cm","823.912","8490.780500","","English","",""
"Homer","person","009257473","Monograph","Language material ; Text","Volume","","","9783860571842","Lohmann, Dieter","","person","","Lohmann, Dieter [person]","Kalypso bei Homer und James Joyce : eine vergleichende Untersuchung des 1. und 5. Buches der Odyssee und der 4. Episode (Calypso) im Ulysses von J.Joyce","","Ad fontes : Quellen europäischer Kultur","Band 5 [Ad fontes : Quellen europäischer Kultur]","Germany","Tübingen","Stauffenburg","1998","","xv, 178 pages, illustrations, 1 map, 23 cm","","YA.1998.a.9394","","German","bibliography: p169-171. _ Includes indexes",""
"Homer","person","011367759","Monograph","Language material ; Text","Volume","GBA358530","","9780773479838 ; 9780773480353","Arkins, Brian","","person","","Arkins, Brian [person]","Greek and Roman themes in Joyce","","Studies in Irish literature","volume 1 [Studies in Irish literature]","England","Lampeter ; Lewiston, New York","E. Mellen Press","1999","","x, 197 pages, 24 cm","823.912","YC.2003.a.12787","","English","",""
"Homer--Criticism and interpretation","person","013861281","Monograph","Language material ; Text","Volume","","","9780874131178","Lord, George deForest","1919-2012","person","","Lord, George deForest, 1919-2012 [person]","Heroic mockery : variations on epic themes from Homer to Joyce","","","","England ; United States of America","Newark","University of Delaware Press","1977","","162 pages, illustrations, 22 cm","809","77/31064","","English","Includes index",""
"Homer--Influence","person","019681951","Monograph","Language material ; Text","Volume","GBC008507","","9781107518469","Flack, Leah Culligan","","person","author","Flack, Leah Culligan, author [person]","Modernism and homer : the odysseys of H.D, James Joyce, Osip Mandelstam, and Ezra Pound","","Classics after Antiquity","","England","Cambridge","Cambridge University Press","2020","","1 volume","809.9112","","","English","Originally published: 2015",""
"Homer--Influence--Joyce","person","010118230","Monograph","Language material ; Text","Volume","GB8404788","","9780861401901","Cheng, Vincent John","1951-","person","","Cheng, Vincent John, 1951- [person]","Shakespeare and Joyce : a study of Finnegans Wake","","","","England","Gerrards Cross","Smythe","1984","","271 pages, 24 cm","823.912","X.950/32905","","English","bibliography: p265-268. _ Includes index",""
"Homosexuality and literature--History--20th century","general term","011991828","Monograph","Language material ; Text","Volume","GBA221791","","9780791445419 ; 9780791445426","Johnson-Roullier, Cyraina E.","1960-","person","","Johnson-Roullier, Cyraina E., 1960- [person]","Reading on the edge : exiles, modernities, and cultural transformation in Proust, Joyce, and Baldwin","","","","England ; United Kingdom ; United States of America","New York","State University of New York","2000","","xxi, 217 pages cm, 23 cm","820.9112","YC.2002.a.5437","","English","",""
"Homosexuality and literature--Ireland--History--20th century","general term","009261176","Monograph","Language material ; Text","Volume","","","9780472108985","","","","","Valente, Joseph [person]","Quare Joyce","","","","United States of America","Ann Arbor","University of Michigan","1998","","x, 297 pages, 24 cm","823.912","98/24436 ; YC.1998.b.5392","","English","Includes index",""
"Hoover, J. Edgar (John Edgar), 1895-1972--Influence","person","012879115","Monograph","Language material ; Text","Volume","GBA4X1927","","9780312235536","Culleton, Claire A.","","person","","Culleton, Claire A. [person]","Joyce and the G-men : J. Edgar Hoover's manipulation of modernism","","","","England ; United States of America","Basingstoke","Palgrave Macmillan","2004","","232 pages, 24 cm","810.9112","YC.2006.a.2713 ; m04/29889","","English","",""
"Hopkins, Gerard Manley, 1844-1889","person","011450870","Monograph","Language material ; Text","Volume","","","9788871190938","De Angelis, Palmira","","person","","De Angelis, Palmira [person]","L'immagine epifanica : Hopkins, D'Annunzio, Joyce, momenti di una poetica","","Biblioteca di cultura","381 [Biblioteca di cultura]","Italy","Roma","Bulzoni","1989","","189 pages","","YA.1990.a.15375","","Italian","",""
"Hopkins, Gerard Manley, 1844-1889--Criticism, Textual","person","015346379","Monograph","Language material ; Text","Volume","GBA978595","","9780199569403","Fordham, Finn","","person","author","Fordham, Finn, author [person]","I do, I undo, I redo : the textual genesis of modernist selves in Hopkins, Yeats, Conrad, Forster, Joyce, and Woolf","","","","England","Oxford","Oxford University Press","2010","","viii, 281 pages, 25 cm","820.9112","YC.2010.a.4318 ; m10/.11730","","English","",""
"Hospitality in literature","general term","009415155","Monograph","Language material ; Text","Volume","GBA153411","","9780521009584 ; 9780521804257","Rabaté, Jean-Michel","","person","","Rabaté, Jean-Michel [person]","James Joyce and the politics of egoism","","","","England","Cambridge","Cambridge University Press","2001","","ix, 248 pages, 23 cm","823.912","YC.2002.a.15583 ; m01/31711","","English","",""
"Howard, Bronson, American dramatist","person","040-002018016","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001250.0x0001ea","","","","","","","","","","","","","","1877-1924","","1 item","","Western Manuscripts. Add MS 45292","","Danish ; English ; Norwegian","Vol. III (ff. 333). Thomas Hardy-A. L. Kiellandt. includes:. ff. 1-32 Thomas Hardy, OM; novelist: Letters to W. Archer: 1892-1909, n.d; f. 33 John Hare, comedian: Letter to W. Archer: 1885; f. 35 Mary St Leger Harrison, novelist, alias ''Lucas Malet'': Letter to W. Archer: 1904; f. 36 Charles Henry Hawtrey, actor; Knight 1922: Letter to W. Archer: 1898; ff. 38-155 William Ernest Henley, poet and critic: Correspondence with W. Archer: 1886-1901.: Partly typewritten; ff. 131-134b William Ernest Henley, poet and critic: Prologue to ''Admiral Guinea'': 1897.: Autogr. and printed; ff. 156-219 Charles Harold Herford, author and critic: Correspondence with W. Archer: 1889-1914; ff. 208, 217, 218 Sydney Southgate Pawling, of W Heinemann, publisher: Correspondence with W. Archer: 1910-1911.: Signed; ff. 221-225 Sir Hubert von Herkomer, painter: Letters to W. Archer: 1889; f.227 Oliver Wendell Holmes, American author: Letter to W. Archer: 1877; f.229 Bronson Howard, American dramatist: Letter to W. Archer: 1891; f.231 William Dean Howells, American author: Letter to W. Archer: 1890; f. 232 Laurence Hutton, author: Letter to W. Archer: 1885; ff. 234-258b Henrik Ibsen, dramatist: Letters to W. Archer, etc.: 1889-1900.: Engl. and Norw; f. 253 William Henry Heinemann, publisher: Telegram to -: 1899; ff. 259, 260 Henry Brodribb Irving, d 1919 actor-manager: Letters to W. Archer: n.d; f. 262 Laurence Sydney Brodribb Irving, actor: Letter to W. Archer: 1905-1906; ff. 263-282 Henry James, novelist: Letters to W. Archer: 1886-1897; f. 283 Gertrude Eleanor Jennings, dramatist: Letter to W. Archer: n.d; ff. 284-327 Henry Arthur Jones, dramatist: Correspondence with W. Archer: 1889-1903; ff. 329, 330 James Augustine Aloysius Joyce, author: Letters to W. Archer: 1900; ff. 331, 333 Alexander Lange Kielland, Danish author: Letters to W. Archer: 1881, 1891.: Danish",""
